item,brand,retail,release,lowestAsk,highestBid,annualHigh,annualLow,volatility,deadstockSold,pricePremium,averageDeadstockPrice,lastSale,img_path
Nike Air VaporMax Plus Triple Black,Nike,190,2018-01-25,174,220,484,119,0.091185,11189,-0.079,212,175,feetflix/Nike Air VaporMax Plus Triple Black.jpg
Air Jordan 1 Mid SE Zen Master,Jordan,125,2022-06-23,99,190,230,90,0.077225,510,-0.16,134,105,feetflix/Jordan 1 Mid SE Zen Master.jpg
adidas Yeezy Boost 700 V2 Static (2018/2022),adidas,300,2018-12-29,265,295,1168,249,0.09692,6893,-0.117,347,265,feetflix/adidas Yeezy Boost 700 V2 Static (2018-2022).jpg
New Balance 550 Au Lait (W),New Balance,100,2022-03-15,145,230,531,114,0.098908,1967,0.86,187,186,feetflix/New Balance 550 Au Lait (W).jpg
Air Jordan 1 Mid Reverse Bred 2021,Jordan,120,2022-02-01,105,141,246,94,0.13853,1932,0.025,128,123,feetflix/Jordan 1 Mid Reverse Bred 2021.jpg
Nike SB Dunk Low Gnarhunters,Nike,120,2022-03-01,140,235,573,85,0.114774,1202,0.642,192,197,feetflix/Nike SB Dunk Low Gnarhunters.jpg
Nike SB Dunk High Pineapple,Nike,120,2022-05-01,134,251,364,119,0.115883,398,0.017,195,122,feetflix/Nike SB Dunk High Pineapple.jpg
New Balance 550 White Green,New Balance,120,2021-06-24,230,315,920,121,0.183687,13361,1.242,237,269,feetflix/New Balance 550 White Green.jpg
Air Jordan 2 Retro SP Union Grey Fog,Jordan,225,2022-04-15,208,290,1380,194,0.113766,4011,0.156,331,260,feetflix/Jordan 2 Retro SP Union Grey Fog.jpg
Air Jordan 1 Low Bulls,Jordan,100,2022-04-01,113,115,222,103,0.073757,531,0.2,141,120,feetflix/Jordan 1 Low Bulls.jpg
adidas Yeezy Boost 350 V2 Mono Ice,adidas,220,2021-06-18,240,272,497,180,0.04224,29979,0.241,283,273,feetflix/adidas Yeezy Boost 350 V2 Mono Ice.jpg
Air Jordan 3 Retro Pine Green,Jordan,190,2021-10-30,192,250,1000,165,0.096288,27352,0.389,229,264,feetflix/Jordan 3 Retro Pine Green.jpg
Nike Dunk Low Ocean (W),Nike,100,2022-05-01,163,265,400,138,0.200843,1449,0.99,191,199,feetflix/Nike Dunk Low Ocean (W).jpg
Air Jordan 1 Low Washed Denim GS,Jordan,80,2022-02-01,88,97,225,72,0.114507,1331,0.2,116,96,feetflix/Jordan 1 Low Washed Denim GS.jpg
New Balance 990v3 MiUSA Teddy Santis Sea Salt,New Balance,210,2022-05-26,210,254,529,190,0.06658,867,0.067,248,224,feetflix/New Balance 990v3 MiUSA Teddy Santis Sea Salt.jpg
Air Jordan 3 Retro Desert Elephant,Jordan,200,2022-07-01,199,251,448,175,0.035325,93,0.045,227,209,feetflix/Jordan 3 Retro Desert Elephant.jpg
Nike Dunk Low EMB NBA 75th Anniversary Brooklyn Nets,Nike,110,2021-10-19,140,147,347,124,0.083228,9863,0.464,171,161,feetflix/Nike Dunk Low EMB NBA 75th Anniversary Brooklyn Nets.jpg
Air Jordan 1 Mid Coconut Milk (W),Jordan,120,2022-02-04,118,127,276,100,0.07717,5870,0.125,159,135,feetflix/Jordan 1 Mid Coconut Milk (W).jpg
New Balance 550 White Grey Dark Grey,New Balance,100,2022-05-12,111,161,351,50,0.089417,929,0.71,175,171,feetflix/New Balance 550 White Grey Dark Grey.jpg
Nike Dunk Low Michigan State,Nike,100,2021-06-03,309,426,943,198,0.101224,16195,2.09,310,309,feetflix/Nike Dunk Low Michigan State.jpg
Air Jordan 1 Low Diamond Shorts,Jordan,120,2022-02-09,129,260,301,100,0.08183,11906,0.425,147,171,feetflix/Jordan 1 Low Diamond Shorts.jpg
Nike Vaporwaffle sacai Sail Gum,Nike,180,2022-03-10,255,709,1927,200,0.1275,8382,1.033,507,366,feetflix/Nike Vaporwaffle sacai Sail Gum.jpg
Nike Dunk Low Union Passport Pack Argon,Nike,150,2022-04-02,250,334,2000,234,0.089808,6965,0.947,340,292,feetflix/Nike Dunk Low Union Passport Pack Argon.jpg
Air Jordan 1 Mid Banned (2020),Jordan,115,2020-11-12,145,233,347,0,0.155463,22542,1.157,184,248,feetflix/Jordan 1 Mid Banned (2020).jpg
Nike Dunk Low Retro White Black (TD),Nike,50,2021-03-10,60,60,142,45,0.032854,10647,0.4,77,70,feetflix/Nike Dunk Low Retro White Black (TD).jpg
Nike Air Max 97 Triple White Wolf Grey,Nike,160,2017-08-01,110,145,324,50,0.0816,9884,-0.075,159,148,feetflix/Nike Air Max 97 Triple White Wolf Grey.jpg
Crocs Classic Clog SZA,Crocs,70,2022-05-06,73,180,299,60,0.139502,1445,0.786,102,125,feetflix/Crocs Classic Clog SZA.jpg
Air Jordan 1 Retro High OG Bordeaux,Jordan,170,2021-11-20,165,190,1200,120,0.087672,24204,-0.012,208,168,feetflix/Jordan 1 Retro High OG Bordeaux.jpg
Puma LaMelo Ball MB.01 Queen City,Puma,125,2022-03-13,223,245,600,149,0.077508,10288,0.784,192,223,feetflix/Puma LaMelo Ball MB.01 Queen City.jpg
Air Jordan 1 Low Triple White Tumbled Leather,Jordan,90,2020-04-01,120,125,237,45,0.081757,7752,0.389,132,125,feetflix/Jordan 1 Low Triple White Tumbled Leather.jpg
Nike Dunk Low Disrupt 2 Phantom University Blue (W),Nike,110,2022-02-03,161,200,356,110,0.07204,7745,1.045,189,225,feetflix/Nike Dunk Low Disrupt 2 Phantom University Blue (W).jpg
Air Jordan 1 Retro Low Golf UNC,Jordan,130,2022-02-25,134,193,574,120,0.065794,5018,0.462,217,190,feetflix/Jordan 1 Retro Low Golf UNC.jpg
Air Jordan 4 Retro White Oreo 2021,Jordan,190,2021-07-03,390,480,782,0,0.18678,47020,1.158,346,410,feetflix/Jordan 4 Retro White Oreo 2021.jpg
Air Jordan 1 Retro Low Golf Shadow,Jordan,140,2022-01-20,143,173,540,116,0.094047,5487,-0.043,184,134,feetflix/Jordan 1 Retro Low Golf Shadow.jpg
Nike Air Max Plus White,Nike,150,2019-01-01,136,150,311,91,0.1282,4532,0.113,172,167,feetflix/Nike Air Max Plus White.jpg
Nike Air Force 1 Low Puerto Rico Boricua,Nike,120,2022-06-04,160,157,300,120,0.102496,217,0.583,170,190,feetflix/Nike Air Force 1 Low Puerto Rico Boricua.jpg
Air Jordan 1 Retro High Pollen,Jordan,170,2021-08-14,180,222,600,0,0.112968,36019,0.0,218,170,feetflix/Jordan 1 Retro High Pollen.jpg
Nike Air Max 1 SP Concepts Mellow,Nike,170,2022-03-05,154,220,1080,84,0.102641,9399,-0.1,236,153,feetflix/Nike Air Max 1 SP Concepts Mellow.jpg
Air Jordan 1 Mid SE Light Mulberry (W),Jordan,130,2022-03-29,128,150,375,102,0.08053,5793,0.354,171,176,feetflix/Jordan 1 Mid SE Light Mulberry (W).jpg
New Balance 550 Burgundy Cyan,New Balance,120,2022-01-08,105,171,491,85,0.119832,2828,0.083,154,130,feetflix/New Balance 550 Burgundy Cyan.jpg
Air Jordan 1 Low Green Toe,Jordan,100,2021-10-12,125,179,346,40,0.134237,12464,0.84,164,184,feetflix/Jordan 1 Low Green Toe.jpg
Air Jordan 1 Mid SE Coconut Milk Particle Grey,Jordan,130,2022-02-24,122,160,306,109,0.12753,6378,0.292,156,168,feetflix/Jordan 1 Mid SE Coconut Milk Particle Grey.jpg
Nike Blazer Low Sacai White Patent Leather,Nike,120,2022-03-31,98,119,487,38,0.130612,3923,0.208,135,145,feetflix/Nike Blazer Low Sacai White Patent Leather.jpg
adidas Yeezy Boost 700 MNVN Geode,adidas,220,2022-04-19,179,250,483,131,0.127823,3391,-0.214,198,173,feetflix/adidas Yeezy Boost 700 MNVN Geode.jpg
adidas Yeezy Slide Onyx (Kids),adidas,50,2021-03-07,71,75,280,54,0.116399,2615,0.3,87,65,feetflix/adidas Yeezy Slide Onyx (Kids).jpg
Nike Air Trainer SC High Auburn,Nike,150,2022-05-01,146,276,380,125,0.298586,990,0.013,174,152,feetflix/Nike Air Trainer SC High Auburn.jpg
Air Jordan 6 Retro UNC White GS,Jordan,160,2022-04-27,107,138,310,84,0.114113,8503,-0.144,183,137,feetflix/Jordan 6 Retro UNC White GS.jpg
Air Jordan 1 Mid SE Dark Chocolate,Jordan,130,2021-11-26,120,165,600,101,0.079864,8329,0.177,164,153,feetflix/Jordan 1 Mid SE Dark Chocolate.jpg
adidas Yeezy Boost 350 V2 Black (Non-Reflective),adidas,220,2019-06-07,418,450,857,276,0.069305,4747,0.9,526,418,feetflix/adidas Yeezy Boost 350 V2 Black (Non-Reflective).jpg
adidas Yeezy 700 V3 Fade Carbon,adidas,210,2022-05-21,168,228,350,151,0.123493,1267,-0.171,239,174,feetflix/adidas Yeezy 700 V3 Fade Carbon.jpg
New Balance 991 Aime Leon Dore MiUK Grey,New Balance,275,2022-05-30,289,363,664,288,0.069271,170,0.465,366,403,feetflix/New Balance 991 Aime Leon Dore MiUK Grey.jpg
Air Jordan 12 Retro Royalty Taxi,Jordan,190,2021-11-13,185,270,561,160,0.120792,33960,0.095,247,208,feetflix/Jordan 12 Retro Royalty Taxi.jpg
adidas Yeezy Boost 350 V2 Static Black (Reflective),adidas,220,2019-06-06,350,501,1420,323,0.096798,10520,1.095,507,461,feetflix/adidas Yeezy Boost 350 V2 Static Black (Reflective).jpg
Nike Air Max 1 SP Concepts Heavy,Nike,170,2022-03-12,157,362,699,153,0.139998,8067,0.994,246,339,feetflix/Nike Air Max 1 SP Concepts Heavy.jpg
Nike Dunk Low Retro Next Nature Sequoia,Nike,110,2022-05-10,100,137,221,81,0.104193,4301,0.145,142,126,feetflix/Nike Dunk Low Retro Next Nature Sequoia.jpg
Air Jordan 1 Retro High OG Hand Crafted,Jordan,170,2021-12-18,155,200,1200,137,0.093672,12674,-0.094,205,154,feetflix/Jordan 1 Retro High OG Hand Crafted.jpg
Nike Dunk Low Essential Paisley Pack Barley (W),Nike,120,2022-05-01,125,170,336,108,0.091724,1180,0.25,157,150,feetflix/Nike Dunk Low Essential Paisley Pack Barley (W).jpg
adidas Yeezy Boost 350 V2 Mono Cinder,adidas,220,2021-06-24,214,305,1000,176,0.119971,24376,0.286,287,283,feetflix/adidas Yeezy Boost 350 V2 Mono Cinder.jpg
New Balance 990v3 JJJJound Brown Black,New Balance,250,2022-05-12,205,317,807,166,0.164608,1561,0.296,356,324,feetflix/New Balance 990v3 JJJJound Brown Black.jpg
adidas Yeezy 450 Sulfur,adidas,200,2022-05-07,149,210,700,130,0.12456,1187,-0.2,185,160,feetflix/adidas Yeezy 450 Sulfur.jpg
New Balance 9060 Joe Freshgoods Inside Voices Penny Cookie Pink,New Balance,180,2022-05-18,270,381,945,255,0.06342,1110,0.639,357,295,feetflix/New Balance 9060 Joe Freshgoods Inside Voices Penny Cookie Pink.jpg
Air Jordan 11 Retro Low Legend Blue,Jordan,185,2021-05-07,239,295,430,84,0.091075,18541,0.341,248,248,feetflix/Jordan 11 Retro Low Legend Blue.jpg
adidas Yeezy Boost 350 V2 Zyon,adidas,220,2020-07-18,233,273,460,90,0.155177,12917,0.186,272,261,feetflix/adidas Yeezy Boost 350 V2 Zyon.jpg
Nike Air Max 2017 Triple Black,Nike,190,2017-01-01,95,140,282,71,0.134907,3770,-0.416,138,111,feetflix/Nike Air Max 2017 Triple Black.jpg
Air Jordan 1 Mid SE Brown Basalt Oatmeal (W),Jordan,130,2022-03-30,108,148,307,95,0.137755,2907,0.038,181,135,feetflix/Jordan 1 Mid SE Brown Basalt Oatmeal (W).jpg
Nike Killshot 2 J Crew Sail Midnight Navy,Nike,90,2017-02-25,56,110,250,46,0.090116,2878,-0.022,92,88,feetflix/Nike Killshot 2 J Crew Sail Midnight Navy.jpg
Air Jordan 1 High Zoom Air CMFT Anthracite,Jordan,140,2022-05-10,128,210,296,101,0.122279,2566,-0.007,157,139,feetflix/Jordan 1 High Zoom Air CMFT Anthracite.jpg
adidas Yeezy Slide Pure (Restock Pair) (Kids),adidas,50,2022-03-07,70,90,159,51,0.137313,1811,0.4,85,70,feetflix/adidas Yeezy Slide Pure (Restock Pair) (Kids).jpg
Air Jordan 11 Retro Low 72-10 GS,Jordan,135,2022-05-14,101,105,209,76,0.094255,1322,0.0,139,135,feetflix/Jordan 11 Retro Low 72-10 GS.jpg
Air Jordan 9 Retro Chile Red GS,Jordan,140,2022-05-07,130,140,400,86,0.063506,2759,0.093,176,153,feetflix/Jordan 9 Retro Chile Red GS.jpg
Air Jordan 2 Retro SP Union Rattan,Jordan,225,2022-04-15,188,375,1198,189,0.163209,2458,1.129,359,479,feetflix/Jordan 2 Retro SP Union Rattan.jpg
Nike PG 6 All Star Weekend 2022,Nike,120,2022-04-22,105,160,381,81,0.211524,2285,0.058,143,127,feetflix/Nike PG 6 All Star Weekend 2022.jpg
New Balance 57/40 Sea Salt Calm Taupe (W),New Balance,100,2022-01-03,96,125,260,70,0.114589,1232,0.18,129,118,feetflix/New Balance 57-40 Sea Salt Calm Taupe (W).jpg
Air Jordan 5 Retro Raging Bull Red 2021,Jordan,190,2021-04-10,155,254,599,60,0.299039,30533,-0.132,229,165,feetflix/Jordan 5 Retro Raging Bull Red 2021.jpg
Air Jordan 1 Retro High Shadow 2.0,Jordan,170,2021-05-15,229,300,548,91,0.054829,27081,0.471,267,250,feetflix/Jordan 1 Retro High Shadow 2.0.jpg
Air Jordan 1 Mid Gym Red Black White,Jordan,120,2021-08-01,120,270,327,75,0.088918,24870,0.45,167,174,feetflix/Jordan 1 Mid Gym Red Black White.jpg
adidas Yeezy Foam RNNR Vermillion,adidas,80,2021-10-29,189,380,977,120,0.268769,20308,1.812,226,225,feetflix/adidas Yeezy Foam RNNR Vermillion.jpg
Nike SB Dunk Low Pro Paisley Brown,Nike,130,2022-05-01,177,235,653,140,0.135507,3801,0.731,234,225,feetflix/Nike SB Dunk Low Pro Paisley Brown.jpg
Nike KD 14 Aunt Pearl,Nike,160,2022-04-15,120,140,326,97,0.101609,1235,-0.112,180,142,feetflix/Nike KD 14 Aunt Pearl.jpg
New Balance 9060 Joe Freshgoods Inside Voices Baby Shower Blue,New Balance,180,2022-05-18,231,441,858,215,0.170848,870,1.167,325,390,feetflix/New Balance 9060 Joe Freshgoods Inside Voices Baby Shower Blue.jpg
Air Jordan 1 Mid White Black Purple,Jordan,125,2022-04-01,119,150,280,107,0.206806,602,-0.016,166,123,feetflix/Jordan 1 Mid White Black Purple.jpg
Air Jordan 11 Retro Cool Grey 2021 GS,Jordan,185,2021-12-11,164,212,500,121,0.145382,30225,0.254,239,232,feetflix/Jordan 11 Retro Cool Grey 2021 GS.jpg
adidas Yeezy Boost 350 V2 Carbon,adidas,220,2020-10-02,198,360,621,172,0.130341,14457,0.268,285,279,feetflix/adidas Yeezy Boost 350 V2 Carbon.jpg
Air Jordan 4 Retro Fire Red (2020),Jordan,200,2020-11-28,298,381,612,151,0.106751,12792,1.46,367,492,feetflix/Jordan 4 Retro Fire Red (2020).jpg
Nike Dunk Low PRM Halloween 2021,Nike,110,2022-04-01,170,232,1080,109,0.185064,12774,0.364,225,150,feetflix/Nike Dunk Low PRM Halloween 2021.jpg
Air Jordan 1 Mid SE Grey Green,Jordan,120,2021-11-17,155,173,351,100,0.049041,9718,0.458,169,175,feetflix/Jordan 1 Mid SE Grey Green.jpg
adidas Ultra Boost 4.0 DNA Triple Black,adidas,200,2020-12-12,98,225,255,40,0.167348,5777,-0.4,122,120,feetflix/adidas Ultra Boost 4.0 DNA Triple Black.jpg
Nike Blazer Low 77 Vintage White Black,Nike,85,2020-12-04,63,84,290,26,0.11135,4254,-0.118,77,75,feetflix/Nike Blazer Low 77 Vintage White Black.jpg
Nike Air Max 1 SH Treeline,Nike,150,2022-05-07,139,156,475,130,0.104848,3470,0.013,204,152,feetflix/Nike Air Max 1 SH Treeline.jpg
Crocs Classic Clog Cinnamon Toast Crunch,Crocs,70,2022-04-28,130,210,399,72,0.186762,2324,0.929,118,135,feetflix/Crocs Classic Clog Cinnamon Toast Crunch.jpg
Nike Air Force 1 Low Triple Red,Nike,110,2020-02-01,100,127,275,41,0.169251,8297,0.327,122,146,feetflix/Nike Air Force 1 Low Triple Red.jpg
New Balance 990v5 Grey,New Balance,175,2019-02-13,140,180,352,90,0.145505,5362,-0.103,164,157,feetflix/New Balance 990v5 Grey.jpg
Air Jordan 11 Retro Low Pure Violet (W),Jordan,190,2022-04-28,154,160,338,120,0.055677,4216,-0.211,206,150,feetflix/Jordan 11 Retro Low Pure Violet (W).jpg
adidas Yeezy 450 Cinder,adidas,210,2022-03-24,196,265,500,147,0.105104,3832,0.2,232,252,feetflix/adidas Yeezy 450 Cinder.jpg
Nike Air Force 1 Low '07 Essential White Worn Blue Paisley (W),Nike,100,2021-12-29,94,124,375,89,0.127749,2157,0.38,125,138,feetflix/Nike Air Force 1 Low '07 Essential White Worn Blue Paisley (W).jpg
Common Projects Original Achilles White,Common Projects,415,2004-01-01,256,350,495,164,0.045289,1677,-0.381,269,257,feetflix/Common Projects Original Achilles White.jpg
Air Jordan 1 Retro High OG Heritage GS,Jordan,140,2022-05-25,99,105,206,89,0.12536,1659,-0.243,126,106,feetflix/Jordan 1 Retro High OG Heritage GS.jpg
